5,10000
0.883888,0.086763,0.052838,0.790953,0.948366
0.857526,0.494757,0.997113,0.832799,0.966499
0.197778,0.298983,0.775953,0.784848,0.553767
0.239188,0.586316,0.867122,0.255333,0.244907
0.074318,0.75077,0.950887,0.000978,0.612762
0.45139,0.323381,0.063518,0.489868,0.763773
0.369249,0.373757,0.850537,0.938439,0.681062
0.798903,0.795965,0.692171,0.312369,0.145117
0.658671,0.510147,0.4441,0.434624,0.811347
0.997867,0.190165,0.914015,0.86499,0.96185
0.675274,0.45566,0.228972,0.626161,0.456638
0.841735,0.077552,0.296371,0.905253,0.083772
0.060145,0.790854,0.973881,0.427034,0.245646
0.171296,0.742289,0.041611,0.863467,0.054658
0.186728,0.522138,0.081157,0.14718,0.473115
0.892504,0.145048,0.66328,0.322871,0.52639
0.141482,0.998146,0.98205,0.370454,0.624307
0.95504,0.212189,0.218211,0.251411,0.633795
0.301984,0.311556,0.941001,0.792217,0.254942
0.186647,0.963513,0.997232,0.744611,0.826981
0.05189,0.931339,0.349119,0.133048,0.07852
0.338586,0.541904,0.73992,0.518218,0.381128
0.26631,0.6597,0.379274,0.764712,0.030155
0.519933,0.719752,0.758696,0.738145,0.971163
0.392491,0.556481,0.799072,0.849845,0.86505
0.054014,0.036492,0.828564,0.567598,0.781103
0.171897,0.619489,0.228795,0.037368,0.268889
0.823667,0.375955,0.327145,0.563587,0.894173
0.708273,0.346249,0.553874,0.603899,0.110961
0.100381,0.123833,0.347065,0.859077,0.37833
0.318228,0.767921,0.934811,0.633652,0.617766
0.799861,0.204019,0.17061,0.144777,0.771617
0.468066,0.316674,0.907458,0.213213,0.354043
0.176347,0.553232,0.729998,0.019845,0.633171
0.140523,0.24447,0.97942,0.210749,0.84837
0.606733,0.31113,0.488555,0.953798,0.68656
0.866885,0.788378,0.454481,0.318048,0.938383
0.588599,0.634261,0.142402,0.275561,0.779039
0.914019,0.259979,0.612065,0.821478,0.473192
0.48246,0.514177,0.026424,0.72881,0.050374
0.175947,0.869334,0.294845,0.155367,0.080083
0.659567,0.278452,0.391214,0.148122,0.748602
0.077774,0.531359,0.536981,0.048607,0.849407
0.475364,0.153558,2e-05,0.134118,0.429119
0.779059,0.048137,0.689099,0.907477,0.385967
0.678643,0.389937,0.416497,0.22142,0.118748
0.983223,0.397367,0.988082,0.278068,0.069087
0.584517,0.453987,0.347539,0.492083,0.118461
0.096142,0.086209,0.64982,0.149475,0.134816
0.015579,0.141191,0.288374,0.0156,0.275309
0.233846,0.311011,0.839798,0.922945,0.73484
0.742118,0.11794,0.124778,0.158615,0.33936
0.243526,0.141838,0.736728,0.74796,0.936259
0.322167,0.332477,0.906598,0.186058,0.340913
0.02506,0.798552,0.427122,0.191232,0.948027
0.078291,0.723164,0.60557,0.883017,0.738764
0.880879,0.116863,0.566127,0.23703,0.55616
0.300968,0.979148,0.674101,0.425746,0.654115
0.529813,0.185624,0.312305,0.782893,0.449936
0.764916,0.10506,0.782413,0.671515,0.291119
0.639678,0.212927,0.089671,0.066801,0.404159
0.554051,0.145092,0.127323,0.159621,0.028109
0.382439,0.556853,0.661325,0.464919,0.310235
0.217485,0.765887,0.805735,0.407938,0.707985
0.45985,0.937752,0.409961,0.288507,0.720645
