2,1000
0.147238,0.665824
0.6561,0.736158
0.83943,0.008399
0.783279,0.251068
0.181463,0.159578
0.745284,0.42945
0.437293,0.878712
0.946771,0.682474
0.505339,0.720979
0.166438,0.228077
0.201367,0.747144
0.706416,0.811661
0.309512,0.728247
0.653805,0.065646
0.09751,0.876492
0.840291,0.761101
0.058669,0.496391
0.497259,0.898099
0.504791,0.796891
0.665519,0.202606
0.472821,0.410803
0.632056,0.910114
0.805867,0.095179
0.10894,0.827559
0.816158,0.275378
0.055636,0.533877
0.538875,0.762052
0.345538,0.848387
0.006651,0.999343
0.430385,0.620513
0.392188,0.787028
0.381614,0.450857
0.28342,0.878874
0.865308,0.304563
0.192117,0.530828
0.507169,0.664938
0.457983,0.655577
0.091404,0.780203
0.750756,0.716696
0.607762,0.083266
0.508427,0.17975
0.617143,0.047302
0.458154,0.479033
0.412041,0.464805
0.994728,0.358779
0.085318,0.386916
0.145807,0.466933
0.354125,0.945579
0.862159,0.219434
0.250142,0.570628
0.266614,0.273663
0.235566,0.240949
0.92924,0.843322
0.021152,0.679996
0.560018,0.145266
0.763262,0.068445
0.325016,0.896757
0.632099,0.78317
0.892142,0.044141
0.764327,0.886871
0.919272,0.849646
0.790139,0.065079
0.832931,0.144265
0.010659,0.211442
0.880051,0.777153
0.78207,0.663017
0.050817,0.533988
0.903966,0.496409
0.37731,0.441471
0.692758,0.45368
0.586737,0.972372
0.522126,0.911754
0.86913,0.670577
0.211276,0.277624
0.714718,0.491956
0.164495,0.63399
0.341602,0.954635
0.215422,0.690885
0.615252,0.742433
0.902327,0.011655
0.519586,0.200749
0.674672,0.086755
0.734737,0.578638
0.583165,0.112047
0.020109,0.275923
0.565727,0.123199
0.764647,0.604205
0.034953,0.633777
0.274783,0.762581
0.427754,0.505853
0.254537,0.592249
0.656196,0.112491
0.063236,0.871618
0.319728,0.19484
0.614051,0.222055
0.206495,0.649989
0.939156,0.881167
0.736745,0.673893
0.976158,0.836262
0.302292,0.512619
0.628537,0.384372
0.635818,0.393184
0.988577,0.187123
0.543314,0.779712
0.949705,0.971068
0.285566,0.720594
0.079669,0.458114
0.833086,0.659258
0.846084,0.669166
0.854098,0.976487
0.891222,0.060594
0.626476,0.34673
0.458113,0.879573
0.020624,0.434271
0.232187,0.322916
0.946891,0.860724
0.707288,0.582709
0.770261,0.212218
0.286185,0.829927
0.508282,0.23589
0.317347,0.793848
0.956484,0.397016
0.768314,0.305922
0.056274,0.614398
0.975089,0.426725
0.590885,0.382663
0.003671,0.217362
0.729393,0.461784
0.613287,0.266369
0.412408,0.845475
0.105638,0.875651
0.222551,0.329278
0.974712,0.509164
0.541496,0.260897
0.339091,0.049779
0.496787,0.656438
0.359979,0.969624
0.569807,0.644646
0.791898,0.142433
0.259044,0.283339
0.08551,0.84993
0.182354,0.089181
0.583644,0.4281
0.067318,0.196931
0.210821,0.479726
0.558758,0.316459
0.355377,0.78131
0.645738,0.330089
0.290474,0.703586
0.107339,0.145918
0.269717,0.120478
0.802356,0.146049
0.606454,0.888515
0.790695,0.398353
0.547301,0.049739
0.198044,0.632811
